1,31.10,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203101810/1,31.10,72.90,3.76,0.00,0.00,16,0.00,0.00,20190203102428/1,31.10,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203103051/1,31.10,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203103714/1,31.10,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203104336/1,31.10,72.90,3.75,0.00,0.00,16,0.00,0.00,20190203104959/1,31.20,72.90,3.78,0.00,0.00,16,0.00,0.00,20190203105622/1,31.20,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203110241/1,31.20,72.90,3.75,0.00,0.00,16,0.00,0.00,20190203110903/1,31.20,72.90,3.78,0.00,0.00,16,0.00,0.00,20190203111526/1,31.20,72.90,3.76,0.00,0.00,16,0.00,0.00,20190203112149/1,31.20,72.90,3.78,0.00,0.00,16,0.00,0.00,20190203112811
1,31.20,72.90,3.78,0.00,0.00,16,0.00,0.00,20190203113434/1,31.30,72.90,3.75,0.00,0.00,16,0.00,0.00,20190203114058/1,31.30,72.90,3.76,0.00,0.00,16,0.00,0.00,20190203114721/1,31.30,72.90,3.74,0.00,0.00,16,0.00,0.00,20190203115344/1,31.30,72.90,3.76,0.00,0.00,16,0.00,0.00,20190203120007/1,31.30,72.90,3.78,0.00,0.00,16,0.00,0.00,20190203120629/1,31.30,72.90,3.74,0.00,0.00,16,0.00,0.00,20190203121252/1,31.30,72.90,3.75,0.00,0.00,16,0.00,0.00,20190203121915/1,31.40,72.90,3.75,0.00,0.00,16,0.00,0.00,20190203122534/1,31.40,72.80,3.77,0.00,0.00,16,0.00,0.00,20190203123157/1,31.40,72.80,3.77,0.00,0.00,16,0.00,0.00,20190203123820/1,31.40,72.80,3.75,0.00,0.00,16,0.00,0.00,20190203124443
1,31.40,72.80,3.78,0.00,0.00,16,0.00,0.00,20190203125106/1,31.40,72.80,3.74,0.00,0.00,16,0.00,0.00,20190203125728/1,31.50,72.80,3.78,0.00,0.00,16,0.00,0.00,20190203130347/1,31.50,72.80,3.76,0.00,0.00,16,0.00,0.00,20190203131009/1,31.50,72.80,3.77,0.00,0.00,16,0.00,0.00,20190203131632/1,31.50,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203132254/1,31.50,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203132917/1,31.60,72.60,3.75,0.00,0.00,16,0.00,0.00,20190203133540/1,31.60,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203134159/1,31.60,72.60,3.76,0.00,0.00,16,0.00,0.00,20190203134823/1,31.70,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203135446/1,31.70,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203140109
1,31.70,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203140733/1,31.70,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203141355/1,31.70,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203142018/1,31.70,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203142637/1,31.80,72.50,3.78,0.00,0.00,16,0.00,0.00,20190203143259/1,31.80,72.50,3.77,0.00,0.00,16,0.00,0.00,20190203143923/1,31.90,72.50,3.73,0.00,0.00,16,0.00,0.00,20190203144547/1,31.90,72.50,3.77,0.00,0.00,16,0.00,0.00,20190203145210/1,32.00,72.30,3.74,0.00,0.00,16,0.00,0.00,20190203145833/1,32.00,72.30,3.77,0.00,0.00,16,0.00,0.00,20190203150452/1,32.00,72.30,3.77,0.00,0.00,16,0.00,0.00,20190203151114/1,32.00,72.30,3.77,0.00,0.00,16,0.00,0.00,20190203151738
1,32.10,72.30,3.78,0.00,0.00,16,0.00,0.00,20190203152401/1,32.10,72.30,3.74,0.00,0.00,16,0.00,0.00,20190203153024/1,32.10,72.30,3.74,0.00,0.00,16,0.00,0.00,20190203153647/1,32.10,72.20,3.78,0.00,0.00,16,0.00,0.00,20190203154306/1,32.10,72.20,3.77,0.00,0.00,16,0.00,0.00,20190203154929/1,32.10,72.30,3.77,0.00,0.00,16,0.00,0.00,20190203155552/1,32.10,72.20,3.73,0.00,0.00,16,0.00,0.00,20190203160215/1,32.10,72.20,3.77,0.00,0.00,16,0.00,0.00,20190203160837/1,32.10,72.20,3.77,0.00,0.00,16,0.00,0.00,20190203161500/1,32.10,72.20,3.75,0.00,0.00,16,0.00,0.00,20190203162124/1,32.10,72.20,3.77,0.00,0.00,16,0.00,0.00,20190203162747/1,32.10,72.30,3.78,0.00,0.00,16,0.00,0.00,20190203163411
1,32.10,72.30,3.76,0.00,0.00,16,0.00,0.00,20190203164033/1,32.10,72.30,3.75,0.00,0.00,16,0.00,0.00,20190203164656/1,32.10,72.30,3.74,0.00,0.00,16,0.00,0.00,20190203165320/1,32.10,72.30,3.77,0.00,0.00,16,0.00,0.00,20190203165943/1,32.10,72.30,3.78,0.00,0.00,16,0.00,0.00,20190203170602/1,32.10,72.30,3.75,0.00,0.00,16,0.00,0.00,20190203171226/1,32.10,72.30,3.75,0.00,0.00,16,0.00,0.00,20190203171849/1,32.10,72.30,3.73,0.00,0.00,16,0.00,0.00,20190203172514/1,32.10,72.30,3.77,0.00,0.00,16,0.00,0.00,20190203173137/1,32.10,72.30,3.75,0.00,0.00,16,0.00,0.00,20190203173801/1,32.10,72.30,3.75,0.00,0.00,16,0.00,0.00,20190203174424/1,32.10,72.50,3.77,0.00,0.00,16,0.00,0.00,20190203175053
1,32.10,72.50,3.77,0.00,0.00,16,0.00,0.00,20190203175722/1,32.10,72.50,3.76,0.00,0.00,16,0.00,0.00,20190203180350/1,32.10,72.50,3.77,0.00,0.00,16,0.00,0.00,20190203181019/1,32.00,72.50,3.73,0.00,0.00,16,0.00,0.00,20190203181647/1,32.00,72.50,3.78,0.00,0.00,16,0.00,0.00,20190203182310/1,32.00,72.50,3.74,0.00,0.00,16,0.00,0.00,20190203182939/1,32.00,72.50,3.75,0.00,0.00,16,0.00,0.00,20190203183606/1,32.00,72.50,3.75,0.00,0.00,16,0.00,0.00,20190203184235/1,32.00,72.50,3.77,0.00,0.00,16,0.00,0.00,20190203184904/1,32.00,72.50,3.77,0.00,0.00,16,0.00,0.00,20190203185533/1,32.00,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203190156/1,32.00,72.60,3.73,0.00,0.00,16,0.00,0.00,20190203190824
1,32.00,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203191452/1,32.00,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203192120/1,32.00,72.60,3.73,0.00,0.00,16,0.00,0.00,20190203192748/1,32.00,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203193418/1,31.90,72.60,3.74,0.00,0.00,16,0.00,0.00,20190203194046/1,31.90,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203194714/1,31.90,72.60,3.76,0.00,0.00,16,0.00,0.00,20190203195343/1,31.90,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203200010/1,31.90,72.60,3.73,0.00,0.00,16,0.00,0.00,20190203200638/1,31.90,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203201306/1,31.90,72.60,3.78,0.00,0.00,16,0.00,0.00,20190203201934/1,31.90,72.60,3.74,0.00,0.00,16,0.00,0.00,20190203202556
1,31.90,72.60,3.77,0.00,0.00,16,0.00,0.00,20190203203224/1,31.90,72.80,3.77,0.00,0.00,16,0.00,0.00,20190203203853/1,31.90,72.80,3.76,0.00,0.00,16,0.00,0.00,20190203204522/1,31.80,72.80,3.78,0.00,0.00,16,0.00,0.00,20190203205151/1,31.80,72.80,3.74,0.00,0.00,16,0.00,0.00,20190203205820/1,31.80,72.80,3.75,0.00,0.00,16,0.00,0.00,20190203210443/1,31.80,72.80,3.77,0.00,0.00,16,0.00,0.00,20190203211111/1,31.80,72.80,3.76,0.00,0.00,16,0.00,0.00,20190203211740/1,31.80,72.80,3.76,0.00,0.00,16,0.00,0.00,20190203212409/1,31.80,72.80,3.77,0.00,0.00,16,0.00,0.00,20190203213037/1,31.80,72.80,3.74,0.00,0.00,16,0.00,0.00,20190203213704/1,31.80,72.80,3.77,0.00,0.00,16,0.00,0.00,20190203214327
1,31.80,72.80,3.75,0.00,0.00,16,0.00,0.00,20190203214955/1,31.80,72.90,3.74,0.00,0.00,16,0.00,0.00,20190203215624/1,31.80,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203220253/1,31.80,72.90,3.78,0.00,0.00,16,0.00,0.00,20190203220922/1,31.80,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203221552/1,31.80,72.90,3.72,0.00,0.00,16,0.00,0.00,20190203222216/1,31.80,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203222844/1,31.80,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203223512/1,31.80,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203224139/1,31.70,72.90,3.76,0.00,0.00,16,0.00,0.00,20190203224807/1,31.70,72.90,3.77,0.00,0.00,16,0.00,0.00,20190203225435/1,31.70,72.90,3.75,0.00,0.00,16,0.00,0.00,20190203230104
